C_Depto,Descripción,C_Municipio,Descripción,C_Aldea,Aldea,C_Cas,Caserío,C_Bar,Barrio,T_Viviendas,T_Viv_Part,Viv_Part_Ocupadas,Viv_Part_Desocupadas,Viv_Colectivas,Hogares,Poblacion
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,95,COL. ALAMEDA,267,267,246,21,0,247,894
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,98,COL. ALEMANIA  NO. 2,129,129,129,0,0,132,656
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,97,COL. ALEMANIA NO. 1,242,242,213,29,0,222,1001
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,99,COL. ALTAMIRA,66,65,64,1,1,65,250
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,863,COL. ALTOS DE AGAFAM,75,75,75,0,0,75,340
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,100,COL. ALTOS DE CANTERO,79,79,79,0,0,81,390
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,870,COL. ALTOS DE CENTROAMERICA,433,433,370,63,0,384,1567
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,392,COL. ALTOS DE ELVEL,17,17,14,3,0,14,58
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,394,COL. ALTOS DE JARDINES DE LOARQUE,80,80,65,15,0,65,259
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,395,COL. ALTOS DE LA CABAÑA,175,175,165,10,0,165,787
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,101,COL. ALTOS DE LA DIVANNA,186,186,176,10,0,200,835
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,865,COL. ALTOS DE LA JOYA,9,9,9,0,0,9,37
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,898,COL. ALTOS DE LA LAGUNA,413,413,325,88,0,326,1345
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,253,COL. ALTOS DE LA MAYANGLE,213,213,190,23,0,190,860
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,624,COL. ALTOS DE LA MAYANGLE,89,89,64,25,0,64,274
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,102,COL. ALTOS DE LA PRIMAVERA,109,109,98,11,0,98,371
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,890,COL. ALTOS DE LA QUEZADA,89,89,65,24,0,65,299
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,950,COL. ALTOS DE LA SOSA,24,24,15,9,0,15,51
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,958,COL. ALTOS DE LAS CASCADAS,169,169,144,25,0,150,655
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,103,COL. ALTOS DE LAS VEGAS,37,37,35,2,0,35,137
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,104,COL. ALTOS DE LOARQUE,669,669,602,67,0,653,2708
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,397,COL. ALTOS DE LOS LAURELES,249,248,237,11,1,266,1149
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,398,COL. ALTOS DE MIRAMESI,88,88,88,0,0,93,382
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,105,COL. ALTOS DE MIRAMONTES,426,425,411,14,1,415,1413
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,399,COL. ALTOS DE SAN ISIDRO,148,148,131,17,0,138,614
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,107,COL. ALTOS DE SAN JOSÉ,104,104,104,0,0,108,502
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,108,COL. ALTOS DE TILOARQUE,218,217,199,18,1,200,861
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,400,COL. ALTOS DE TONCONTIN,144,144,109,35,0,109,501
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,109,COL. ALTOS DEL MILAGRO,123,123,108,15,0,113,544
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,401,COL. ALTOS DEL PARAÍSO,1204,1203,1060,143,1,1110,5083
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,547,COL. ALTOS DEL PEDREGALITO,165,165,161,4,0,164,765
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,110,COL. AMÉRICA,668,665,605,60,4,613,2483
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,111,COL. ARGENTINA,43,43,40,3,0,40,118
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,402,COL. ARTURO QUESADA,1810,1807,1687,120,3,1704,7030
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,112,COL. AURORA NO.1,578,578,471,107,0,502,1866
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,113,COL. AYESTAS,1400,1399,1252,147,1,1301,5502
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,114,COL. BELLA ORIENTE,695,694,627,67,1,639,2648
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,404,COL. BELLA VISTA NORTE,218,218,201,17,0,205,867
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,115,COL. BENDECK,193,193,176,17,0,181,720
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,887,COL. BERLIN,331,331,262,69,0,266,1099
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,405,COL. BERNARDO DAZZI,192,191,183,8,1,186,815
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,406,COL. BETHEL O DIOS PROVEERÁ,119,119,110,9,0,113,561
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,116,COL. BOLÍVAR,77,77,61,16,0,61,255
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,117,COL. BRASILIA,115,115,111,4,0,118,377
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,387,COL. BRISAS DE LA LAGUNA,89,89,88,1,0,89,435
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,119,COL. BRISAS DE OLANCHO,700,693,590,103,7,617,2792
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,120,COL. BRISAS DE SUYAPA,311,310,289,21,1,296,1099
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,407,COL. BRISAS DEL CORTIJO,72,72,71,1,0,72,310
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,892,COL. BRISAS DEL MOGOTE,69,69,54,15,0,55,267
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,5,COL. BRISAS DEL NORTE,472,472,406,66,0,440,1885
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,122,COL. BRISAS DEL VALLE,401,400,381,19,1,447,1939
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,622,COL. BUENA VISTA,322,322,296,26,0,302,1299
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,123,COL. BUENAS NUEVAS,247,247,239,8,0,243,1057
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,408,COL. CAMPAÑA ARRIBA,11,11,10,1,0,10,33
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,124,COL. CAMPO CIELO,1011,1008,917,91,3,964,4308
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,409,COL. CANAAN,1312,1312,1075,237,0,1110,5075
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,125,COL. CANADÁ,476,475,473,2,1,479,2100
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,410,COL. CANTARERO LÓPEZ,822,820,709,111,2,777,3436
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,411,COL. CASAVOLA,28,28,26,2,0,26,115
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,129,COL. CENTRO AMÉRICA OESTE,2549,2541,2222,319,8,2276,9647
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,128,"COL. CENTROAMÉRICA ( ETAPA I, II )",460,460,440,20,0,446,2042
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,138,COL. CERRITO,141,141,140,1,0,140,612
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,130,COL. CERRO GRANDE,3657,3652,3366,286,6,3406,14958
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,884,COL. CIUDAD GUZMAN,198,198,162,36,0,162,705
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,832,COL. CIUDAD JARDIN,34,34,34,0,0,34,127
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,131,COL. CIUDAD NUEVA,165,165,163,2,0,163,783
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,412,COL. COFRADÍA,88,88,80,8,0,82,339
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,934,COL. CONTINENTAL,75,75,61,14,0,62,281
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,413,COL. COOPERATIVA LAS MERCEDES,35,35,34,1,0,34,159
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,414,COL. COVESPUL,108,108,92,16,0,97,374
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,132,COL. CRISTÓBAL DÍAZ,90,90,84,6,0,97,449
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,133,COL. DIVANNA,595,595,559,36,0,631,2651
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,145,COL. EL  PEDERNAL,265,263,218,45,2,219,984
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,96,COL. EL ALAMO,313,313,272,41,0,283,1218
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,134,COL. EL CARRIZAL  NO. 1 - A,435,431,351,80,4,367,1582
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,614,COL. EL CARRIZAL NO. 1 B,687,687,608,79,0,687,2948
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,135,COL. EL CARRIZAL NO. 2,1436,1436,1258,178,0,1293,5408
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,136,COL. EL CASTAÑO,26,26,21,5,0,21,79
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,137,COL. EL CASTAÑO SUR,399,398,369,29,1,369,1602
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,139,COL. EL COUNTRY,177,177,161,16,0,161,704
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,140,COL. EL DORADO,29,29,28,1,0,30,137
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,141,COL. EL HATILLO,467,467,424,43,0,438,1996
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,143,COL. EL HOGAR,516,515,474,41,1,489,1838
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,860,COL. EL JAZMIN,198,197,174,23,1,180,786
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,144,COL. EL MANANTIAL,96,96,87,9,0,111,505
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,868,COL. EL MIRADOR,87,87,77,10,0,80,359
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,978,COL. EL MIRADOR,22,22,22,0,0,23,152
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,146,COL. EL PORVENIR,534,534,475,59,0,500,2167
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,147,COL. EL PRADO,227,227,224,3,0,225,941
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,148,COL. EL PROGRESO NO. 1,277,276,253,23,1,259,1074
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,149,COL. EL PROGRESO NO.2,75,75,67,8,0,69,290
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,151,COL. EL ROSARIO,704,704,626,78,0,636,2560
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,152,COL. EL SITIO,1041,1041,981,60,0,1015,4354
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,153,COL. EL SOCORRO,32,32,31,1,0,32,134
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,154,COL. EL TRIÁNGULO,64,64,58,6,0,58,222
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,157,COL. ELVEL,103,103,103,0,0,103,463
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,197,COL. ERA NO. 1,749,749,689,60,0,711,3234
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,198,COL. ERA NO. 2,657,656,640,16,1,665,2999
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,158,COL. ESPÍRITU SANTO,166,165,135,30,1,141,608
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,159,COL. ESTADOS UNIDOS,492,492,427,65,0,442,2052
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,416,COL. ESTIQUIRIN,2,2,2,0,0,2,16
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,417,COL. EUGENIO MATUTE CANIZALES,160,160,134,26,0,135,597
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,418,COL. F. CALDERÓN,26,26,26,0,0,27,114
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,160,COL. FALDAS DEL PEDREGAL,410,410,359,51,0,364,1527
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,161,COL. FÁTIMA,371,370,343,27,1,352,1691
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,162,COL. FEHCOVIL,87,87,85,2,0,91,356
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,165,COL. FLOR DEL CAMPO,3089,3084,2823,261,5,3090,14497
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,163,COL. FLOR NO.1,1192,1192,1043,149,0,1109,4946
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,164,COL. FLOR NO.2,466,466,413,53,0,428,1982
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,167,COL. FLORENCIA NORTE,329,328,312,16,1,314,986
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,168,COL. FLORENCIA SUR,101,101,92,9,0,92,336
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,169,COL. FLORES DE ORIENTE,624,623,571,52,1,603,2782
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,419,COL. FRANCISCO MORAZÁN,252,252,246,6,0,264,1223
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,170,COL. FRANCISCO MURILLO SOTO,131,131,126,5,0,139,637
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,861,COL. FUENTE MIRAFLORES,17,17,14,3,0,14,78
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,171,COL. FUERZAS ARMADAS,127,127,112,15,0,112,526
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,420,COL. FUERZAS UNIDAS,979,978,815,163,1,858,3851
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,612,COL. GENERACION 2000,167,167,159,8,0,161,689
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,955,COL. GEREZIN,82,82,70,12,0,72,334
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,172,COL. GODOY,206,204,157,47,2,164,650
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,173,COL. GRACIAS A DIOS,341,341,324,17,0,341,1492
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,294,COL. GRANADA,301,301,289,12,0,300,1414
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,175,COL. GUAMILITO,148,148,138,10,0,142,687
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,295,COL. GUAYMURAS,271,270,266,4,1,268,1137
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,176,COL. GUILLEN,1056,1055,978,77,1,1036,4302
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,177,COL. HATO DE ENMEDIO (SECTOR 1 AL 1,4262,4260,3935,325,2,4060,16823
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,178,COL. HENRY MERRIAN,145,145,142,3,0,156,704
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,421,COL. HERMANOS REINA,107,107,107,0,0,108,495
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,179,COL. HOLYWOOD,11,11,11,0,0,11,45
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,180,COL. HUMUYA,242,242,233,9,0,241,984
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,422,COL. IBERIA,821,821,725,96,0,754,3284
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,181,COL. INESTROZA,19,19,18,1,0,20,88
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,183,COL. INTERAMERICANA,123,123,122,1,0,129,558
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,185,COL. ISRAEL NORTE,506,506,475,31,0,481,2155
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,186,COL. ISRAEL SUR,231,230,189,41,1,192,896
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,184,COL. IZAGUIRRE,918,911,838,73,6,909,4145
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,187,COL. JACARANDÁ,40,40,34,6,0,35,138
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,423,COL. JAPÓN,299,298,278,20,1,314,1420
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,188,COL. JARDINES DE LOARQUE,607,601,545,56,5,555,2188
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,424,COL. JARDINES DE MIRAFLORES,143,143,130,13,0,130,475
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,189,COL. JARDINES DE SAN JOSÉ,94,94,92,2,0,98,446
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,190,COL. JARDINES DE TONCONTÍN,506,505,470,35,1,477,1820
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,191,COL. JARDINES DEL CARRIZAL,176,175,150,25,1,153,671
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,425,COL. JARDINES DEL NORTE,90,90,87,3,0,91,382
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,929,COL. JERUSALEN NO. 2,53,53,53,0,0,55,246
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,285,COL. JOSÉ ANGEL ULLOA ( SECTOR 1 AL,1479,1476,1267,209,3,1329,6118
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,426,COL. JOSÉ ARTURO DUARTE ( SECTOR 1,840,839,749,90,1,777,3249
