C_Depto,Descripción,C_Municipio,Descripción,C_Aldea,Aldea,C_Cas,Caserío,C_Bar,Barrio,T_Viviendas,T_Viv_Part,Viv_Part_Ocupadas,Viv_Part_Desocupadas,Viv_Colectivas,Hogares,Poblacion
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,456,COL. RES. BUENA VISTA,18,18,18,0,0,19,88
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,457,COL. RES. CENTRO AMÉRICA ESTE,1002,1001,944,57,1,951,4202
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,458,COL. RES. CENTRO AMÉRICA ESTE ( ANE,99,99,81,18,0,82,373
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,459,COL. RES. CENTRO AMÉRICA ESTE (IV E,479,478,425,53,1,428,2034
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,460,COL. RES. EL JARDÍN,36,36,22,14,0,22,86
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,461,COL. RES. FRANCISCO MORAZÁN,1081,1078,1033,45,4,1051,4520
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,462,COL. RES. GLORIA A DIOS,26,25,25,0,1,25,113
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,463,COL. RES. HONDURAS,1423,1420,1286,134,3,1293,5510
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,196,COL. RES. LA CAÑADA,932,930,885,45,2,892,3723
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,464,COL. RES. LA HACIENDA (PROYECTO,194,194,176,18,0,181,594
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,298,COL. RES. LARA NORTE,64,64,59,5,0,59,236
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,296,COL. RES. LAS COLINAS,940,939,875,64,2,906,3449
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,465,COL. RES. LAS HADAS,784,784,758,26,0,774,3297
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,297,COL. RES. LAS JOYAS,108,108,96,12,0,99,409
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,466,COL. RES. LAS VEGAS,118,118,112,6,0,112,470
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,620,COL. RES. LAS VEGAS,34,34,18,16,0,18,64
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,468,COL. RES. LEMPIRA,425,425,387,38,0,391,1715
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,469,COL. RES. LOMA ALTA,31,31,30,1,0,30,122
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,983,COL. RES. LOMA ALTA,11,11,11,0,0,12,58
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,470,COL. RES. LOMAS DE SAN JOSÉ,173,173,173,0,0,175,779
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,472,"COL. RES. LOS CALPULES ( I,II, ETAP",728,728,656,72,0,660,2528
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,473,COL. RES. LOS MANGOS,13,13,12,1,0,12,48
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,474,COL. RES. LUINIZA,20,20,20,0,0,20,110
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,249,COL. RES. LUIS LANDA,134,134,132,2,0,134,614
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,475,COL. RES. MAYA,244,244,242,2,0,242,980
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,476,COL. RES. MAYA CENTRO,34,34,33,1,0,33,126
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,300,COL. RES. MONTE CARLOS,72,72,64,8,0,64,258
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,301,COL. RES. MONTE CARMELO,90,90,80,10,0,81,358
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,477,COL. RES. MONTE VERDE,75,75,75,0,0,79,356
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,302,COL. RES. PINARES,24,24,24,0,0,24,104
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,478,COL. RES. PRADOS UNIVERSITARIOS,1043,1041,993,48,1,1000,3920
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,479,COL. RES. RÍO ALTO,35,35,23,12,0,24,94
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,604,COL. RES. RUBEN ANTUNEZ,27,27,26,1,0,30,126
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,480,COL. RES. SANTA MARÍA,483,483,434,49,0,438,1890
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,471,COL. RES. TONCONTIN,1029,1028,920,108,1,921,3757
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,802,COL. RES. VILLA AURORA,45,45,43,2,0,43,178
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,304,COL. RES. VILLA DELMY,104,104,93,11,0,96,388
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,481,"COL. RES. VILLA SUYAPA (SECTOR I,II",573,572,563,9,1,571,2330
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,482,COL. RES. VILLA UNIVERSITARIA I ETA,219,219,213,6,0,214,974
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,484,COL. RESIDENCIAL LA CAÑADA,24,24,24,0,0,24,81
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,485,COL. RESIDENCIAL PLAZA,1530,1525,1386,139,5,1420,5639
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,307,COL. RÍO GRANDE NORTE,285,285,260,25,0,264,1070
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,308,COL. RÍO GRANDE SUR,267,264,240,24,3,240,949
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,309,COL. RIVAS,137,135,134,1,3,134,570
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,486,COL. RIVERA DE LA VEGA,214,214,197,17,0,222,1106
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,310,COL. ROBERTO SUAZO CORDOVA,281,281,243,38,0,252,1194
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,312,COL. RODRÍGUEZ,1138,1137,1036,101,1,1107,4337
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,487,COL. ROMA O COVIDEPROL,58,58,56,2,0,57,250
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,313,COL. ROSA LINDA,325,324,283,41,1,288,1310
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,314,COL. RUBÉN DARÍO,126,126,114,12,0,116,492
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,315,COL. SABANAGRANDE,178,177,170,7,1,172,675
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,316,COL. SAGASTUME NO.1,534,534,496,38,0,498,2161
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,317,COL. SAN ANGEL,931,930,858,72,1,894,3357
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,318,COL. SAN BUENA VENTURA,654,654,564,90,0,604,2657
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,319,COL. SAN CARLOS,61,60,50,10,1,50,183
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,933,COL. SAN EUGENIO,40,40,40,0,0,43,194
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,320,COL. SAN FRANCISCO,1300,1297,1169,128,3,1221,5449
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,321,COL. SAN JOSÉ,114,114,113,1,0,133,563
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,489,COL. SAN JOSÉ DE LA MONTAÑA,288,288,238,50,0,250,1051
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,322,COL. SAN JOSÉ DE LA PEÑA,637,637,535,102,0,544,2263
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,323,COL. SAN JOSÉ DE LA VEGA,777,777,718,59,0,729,3051
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,490,COL. SAN JOSÉ DE LOARQUE,322,321,306,15,1,318,1329
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,303,COL. SAN JOSE DE LOS LLANOS,795,794,699,95,1,710,2809
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,491,COL. SAN JUAN BOSCO,131,131,121,10,0,125,560
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,931,COL. SAN JUAN DE PUNTA ARENA,141,141,116,25,0,119,508
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,325,COL. SAN JUAN DEL NORTE NO. 2,398,398,338,60,0,371,1707
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,324,COL. SAN JUAN DEL NORTE NO.1,108,108,92,16,0,92,393
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,327,COL. SAN LORENZO,97,97,97,0,0,99,425
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,326,COL. SAN LUIS,132,132,126,6,0,131,530
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,328,COL. SAN MARTÍN,310,308,302,6,2,324,1426
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,329,COL. SAN MIGUEL,1944,1944,1764,180,0,1860,8050
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,380,COL. SAN RAFAEL,21,21,21,0,0,21,86
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,330,COL. SANTA ANITA O EL QUEBRACHAL,55,55,54,1,0,55,230
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,331,COL. SANTA BARBARA,59,59,49,10,0,49,180
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,332,COL. SANTA CECILIA  NO.1,69,69,65,4,0,67,277
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,949,COL. SANTA CLARA,133,133,132,1,0,133,580
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,87,COL. SANTA EDUVIGES,354,354,327,27,0,375,1568
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,333,COL. SANTA FE,596,596,537,59,0,549,2456
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,334,COL. SANTA ISABEL,92,92,81,11,0,96,438
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,336,COL. SANTA ISABEL NO.2,174,174,140,34,0,142,653
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,494,COL. SANTA ISABEL O PALMAS OESTES,379,379,370,9,0,384,1488
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,337,COL. SANTO DOMINGO,224,224,203,21,0,214,890
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,951,COL. SANTO TOMAS,13,13,13,0,0,13,42
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,338,COL. SATÉLITE,625,625,582,43,0,592,2378
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,339,COL. SEMPE,247,247,234,13,0,245,1056
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,340,COL. SMITH  NO. 1,296,296,249,47,0,253,1175
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,341,COL. SMITH NO. 2,171,171,136,35,0,148,660
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,342,COL. SOTO,490,489,396,93,1,403,1878
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,495,COL. SUPERACIÓN,110,110,96,14,0,98,448
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,496,COL. SUYAPITA,185,185,179,6,0,188,660
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,343,COL. TEPEYAC,353,353,339,14,0,340,1453
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,859,COL. TIERRA BLANCA,212,212,203,9,0,205,952
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,609,COL. TILOARQUE NORTE,18,18,17,1,0,18,67
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,345,COL. TOROCAGUA,1559,1555,1236,319,4,1302,5393
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,843,COL. TOWNHOUSE VILLA SOL,6,6,6,0,0,6,17
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,348,COL. TRES CAMINOS,359,357,353,4,2,355,1394
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,349,COL. TRES DE MAYO,2227,2224,2101,123,3,2275,10524
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,350,"COL. UNIVERSIDAD NORTE(I, II ETAPA)",320,320,309,11,0,319,1430
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,499,COL. VENECIA,452,452,422,30,0,429,1943
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,969,COL. VICENTE LOPEZ,31,31,25,6,0,25,96
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,355,COL. VÍCTOR  F. ARDÓN,364,364,324,40,0,324,1223
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,356,COL. VIEJA SANTA ROSA,88,88,87,1,0,94,356
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,357,COL. VIERA,128,128,124,4,0,124,522
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,500,COL. VILLA CENTRO AMÉRICA,51,51,31,20,0,31,128
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,501,COL. VILLA CENTRO AMÉRICANA ( III E,357,356,342,14,1,356,1512
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,358,"COL. VILLA CRISTINA ( ETAPA I, II,",1425,1422,1246,176,3,1307,5642
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,359,COL. VILLA DELMY,242,242,222,20,0,222,950
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,829,COL. VILLA ESMERALDA,80,80,71,9,0,71,290
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,305,COL. VILLA ESPAÑOLA,113,113,88,25,0,88,342
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,901,COL. VILLA ESTANZUELA O BARRIO NUEVO,238,238,205,33,0,211,932
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,360,COL. VILLA FRANCA,1039,1038,950,88,1,993,4631
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,361,COL. VILLA LOS LAURELES ( FLOR DEL,616,615,603,12,1,622,2705
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,503,COL. VILLA LOS REYES,93,93,72,21,0,72,308
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,504,COL. VILLA NELITA,57,57,54,3,0,56,243
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,362,COL. VILLA NUEVA NORTE,3842,3842,3574,268,0,3735,16433
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,363,COL. VILLA NUEVA SUR,4846,4838,4418,420,9,4561,19658
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,367,COL. VILLA NUEVA SUYAPA,2181,2181,1989,192,0,2033,8206
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,364,COL. VILLA SAN ANTONIO O BOQUERÓN,156,156,136,20,0,140,693
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,585,COL. VILLA SAN ROQUE,7,7,7,0,0,7,31
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,506,COL. VILLA UNION,1361,1357,1292,65,4,1377,5966
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,834,COL. VILLAS DE TILOARQUE,54,54,53,1,0,53,175
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,507,COL. VILLAS DEL RÍO,86,86,85,1,0,88,377
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,932,COL. VILLAS SAN JOSE,13,13,11,2,0,11,48
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,830,COL. VILLAS SANTA MONICA,15,15,11,4,0,11,32
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,508,COL. VISTA HERMOSA,730,730,652,78,0,673,3184
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,600,COL. VISTA HERMOSA,17,17,15,2,0,15,62
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,509,COL. VISTA HERMOSA DEL NORTE,204,203,182,21,1,189,941
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,366,COL. VISTA HERMOSA LOARQUE),214,214,175,39,0,179,695
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,368,COL. ZAPOTE CENTRO,612,612,576,36,0,603,2917
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,369,COL. ZAPOTE NORTE,343,342,332,10,1,345,1533
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,606,COL. ZONA DE LA CLINICA PERIFERICA DEL IHSS NO.2,42,42,41,1,0,41,163
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,531,COL. ZONA MIRAFLORES SUR,6,6,6,0,0,6,26
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,607,COL. ZUNLACAL,7,7,6,1,0,7,29
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,510,COL..LOMAS DE MIRAFLORES SUR,160,160,160,0,0,160,606
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,381,COL.1RO DE DICIEMBRE,1170,1167,991,176,3,1069,4944
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,533,COL.ALTOS DE LA JOYA,66,66,56,10,0,56,221
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,106,COL.ALTOS DE SAN FRANCISCO,732,729,717,12,3,829,3641
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,562,COL.ALTOS DEL PARAISO NO.2,66,66,56,10,0,62,297
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,511,COL.ARCIERI,348,348,320,28,0,351,1472
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,577,COL.ARCIERI NO.2,158,158,148,10,0,171,712
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,525,COL.ARMANDO CALIDONIO,83,83,81,2,0,82,373
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,578,COL.AURORA NO.2,65,65,58,7,0,59,230
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,540,COL.CASANDRA,115,115,115,0,0,116,456
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,512,COL.DAVID BETANCOURT,263,263,241,22,0,258,1178
8,FRANCISCO MORAZÁN,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,1,DISTRITO CENTRAL,554,COL.DE LA VEGA,6,6,6,0,0,6,37
